skupina_diagnoz;kod_hlavnej_diagnozy;nazov_diagnozy
Hematologické a hematoonkologické ochorenia;c8800;Waldenströmova makroglobulinémia, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c8801;Waldenströmova makroglobulinémia, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c8820;Iná choroba ťažkých reťazcov, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c8821;Iná choroba ťažkých reťazcov, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c8830;Imunoproliferatívna choroba tenkého čreva, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c8831;Imunoproliferatívna choroba tenkého čreva, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c8840;Extranodálny lymfóm z B-buniek marginálnej zóny lymfatického tkaniva sliznice (MALT-lymfóm), bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c8841;Extranodálny lymfóm z B-buniek marginálnej zóny lymfatického tkaniva sliznice (MALT-lymfóm), v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c8870;Iná zhubná imunoproliferatívna choroba, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c8871;Iná zhubná imunoproliferatívna choroba, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c8890;Zhubná imunoproliferatívna choroba, bližšie neurčená, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c8891;Zhubná imunoproliferatívna choroba, bližšie neurčená, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9000;Mnohopočetný myelóm, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9001;Mnohopočetný myelóm, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9010;Plazmocytová leukémia, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9011;Plazmocytová leukémia, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9020;Extramedulárny plazmocytóm, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9021;Extramedulárny plazmocytóm, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9030;Solitárny plazmocytóm, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9031;Solitárny plazmocytóm, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9100;Akútna lymfoblastová leukémia, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9101;Akútna lymfoblastová leukémia, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9110;Chronická lymfatická leukémia, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9111;Chronická lymfatická leukémia, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9130;Prolymfocytová leukémia z B-buniek, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9131;Prolymfocytová leukémia z B-buniek, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9140;Vlasatobunková leukémia, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9141;Vlasatobunková leukémia, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9150;Leukémia /lymfóm z dospelých T-buniek spojený s infekciou HTLV-1, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9151;Leukémia /lymfóm z dospelých T-buniek spojený s infekciou HTLV-1, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9160;Prolymfocytová leukémia z T-buniek, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9161;Prolymfocytová leukémia z T-buniek, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9170;Iná lymfatická leukémia, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9171;Iná lymfatická leukémia, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9180;Leukémia zo zrelých B-buniek Burkittovho typu, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9181;Leukémia zo zrelých B-buniek Burkittovho typu, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9190;Lymfatická leukémia, bližšie neurčená, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9191;Lymfatická leukémia, bližšie neurčená, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9200;Akútna myeloblastová leukémia (AML), bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9201;Akútna myeloblastová leukémia (AML), v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9210;Chronická myeloická leukémia BCR/ABL-pozitívna, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9211;Chronická myeloická leukémia BCR/ABL-pozitívna, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9220;Atypická chronická myeloická leukémia, BCR/ABL-negatívna, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9221;Atypická chronická myeloická leukémia BCR/ABL-negatívna, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9230;Myelosarkóm, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9231;Myelosarkóm, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9240;Akútna promyelocytová leukémia, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9241;Akútna promyelocytová leukémia, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9250;Akútna myelomonocytová leukémia, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9251;Akútna myelomonocytová leukémia, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9260;Akútna myeloická leukémia s 11q23 abnormalitou, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9261;Akútna myeloická leukémia s 11q23 abnormalitou, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9270;Iná myeloická leukémia, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9271;Iná myeloická leukémia, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9280;Akútna myeloická leukémia s multilineárnou dyspláziou, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9281;Akútna myeloická leukémia s multilineárnou dyspláziou, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9290;Myeloická leukémia, bližšie neurčená, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9291;Myeloická leukémia, bližšie neurčená, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9300;Akútna monoblastová/monocytová leukémia, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9301;Akútna monoblastová/monocytová leukémia, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9310;Chronická myelomonocytová leukémia, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9311;Chronická myelomonocytová leukémia, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9330;Juvenilná myelomonocytová leukémia, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9331;Juvenilná myelomonocytová leukémia, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9370;Iná monocytová leukémia, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9371;Iná monocytová leukémia, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9390;Monocytová leukémia, bližšie neurčená, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9391;Monocytová leukémia, bližšie neurčená, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9400;Akútna erytroleukémia, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9401;Akútna erytroleukémia, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9420;Akútna megakaryoblastová leukémia, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9421;Akútna megakaryoblastová leukémia, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9430;Mastocytová leukémia, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9431;Mastocytová leukémia, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9440;Akútna panmyelóza s myelofibrózou, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9441;Akútna panmyelóza s myelofibrózou, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9460;Myelodysplastická a myeloproliferatívna choroba, inde nezatriedená, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9461;Myelodysplastická a myeloproliferatívna choroba, inde nezatriedená, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9470;Iná bližšie určená leukémia, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9471;Iná bližšie určená leukémia, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c948;Blastová kríza pri chronickej myeloickej leukémii (CML)
Hematologické a hematoonkologické ochorenia;c9500;Akútna leukémia bližšie neurčeného bunkového typu, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9501;Akútna leukémia bližšie neurčeného bunkového typu, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9510;Chronická leukémia bližšie neurčeného bunkového typu, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9511;Chronická leukémia bližšie neurčeného bunkového typu, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9570;Iná leukémia bližšie neurčeného bunkového typu, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9571;Iná leukémia bližšie neurčeného bunkového typu, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c9590;Leukémia, bližšie neurčená, bez kompletnej remisie
Hematologické a hematoonkologické ochorenia;c9591;Leukémia, bližšie neurčená, v kompletnej remisii
Hematologické a hematoonkologické ochorenia;c960;Multifokálna a multisystémová (diseminovaná) histiocytóza z Langerhansových buniek [Lettererova-Siweho choroba]
Hematologické a hematoonkologické ochorenia;c962;Zhubný mastocytový nádor
Hematologické a hematoonkologické ochorenia;c964;Sarkóm z dendritických buniek (akcesórnych buniek)
Hematologické a hematoonkologické ochorenia;c965;Multifokálna a unisystémová histiocytóza z Langerhansových buniek
Hematologické a hematoonkologické ochorenia;c966;Unifokálna histiocytóza z Langerhansových buniek
Hematologické a hematoonkologické ochorenia;c967;Iný zhubný nádor lymfatického, hematopoetického a príbuzného tkaniva, bližšie určený
Hematologické a hematoonkologické ochorenia;c968;Histiocytový sarkóm
Hematologické a hematoonkologické ochorenia;c969;Zhubný nádor lymfatického, hematopoetického a príbuzného tkaniva, bližšie neurčený
Hematologické a hematoonkologické ochorenia;d45;Polycythaemia vera
Hematologické a hematoonkologické ochorenia;d460;Refraktérna anémia bez prstencových sideroblastov, potvrdená
Hematologické a hematoonkologické ochorenia;d461;Refraktérna anémia s prstencovými sideroblastmi
Hematologické a hematoonkologické ochorenia;d462;Refraktérna anémia s veľkým množstvom blastov
Hematologické a hematoonkologické ochorenia;d464;Refraktérna anémia, bližšie neurčená
Hematologické a hematoonkologické ochorenia;d465;Refraktérna anémia s dyspláziou viacerých línií
Hematologické a hematoonkologické ochorenia;d466;Myelodysplastický syndróm s izolovanou chromozómovou anomáliou del (5q)
Hematologické a hematoonkologické ochorenia;d467;Iný myelodysplastický syndróm
Hematologické a hematoonkologické ochorenia;d469;Myelodysplastický syndróm, bližšie neurčený
Hematologické a hematoonkologické ochorenia;d470;Histiocytový a mastocytový nádor s neurčitým alebo neznámym správaním
Hematologické a hematoonkologické ochorenia;d471;Chronická myeloproliferatívna choroba
Hematologické a hematoonkologické ochorenia;d472;Monoklonová gamapatia nejasného významu (MGUS)
Hematologické a hematoonkologické ochorenia;d473;Esenciálna (hemoragická) trombocytémia
Hematologické a hematoonkologické ochorenia;d474;Osteomyelofibróza
Hematologické a hematoonkologické ochorenia;d475;Chronická eozinofilová leukémia [Hypereozinofilový syndróm]
Hematologické a hematoonkologické ochorenia;d477;Iný bližšie určený nádor lymfatického, krvotvorného a príbuzného tkaniva s neurčitým alebo neznámym správaním
Hematologické a hematoonkologické ochorenia;d479;Nádor lymfatického, krvotvorného a príbuzného tkaniva s neurčitým alebo neznámym správaním, bližšie neurčený
Hematologické a hematoonkologické ochorenia;d550;Anémia zapríčinená nedostatočnou aktivitou glukóza-6-fosfát-dehydrogenázy
Hematologické a hematoonkologické ochorenia;d551;Anémia zapríčinená inou poruchou metabolizmu glutatiónu
Hematologické a hematoonkologické ochorenia;d552;Anémia zapríčinená poruchou enzýmov glykolýzy
Hematologické a hematoonkologické ochorenia;d553;Anémia zapríčinená poruchou metabolizmu nukleotidov
Hematologické a hematoonkologické ochorenia;d558;Iná anémia zapríčinená poruchou enzýmov
Hematologické a hematoonkologické ochorenia;d559;Anémia zapríčinená poruchou enzýmov, bližšie neurčená
Hematologické a hematoonkologické ochorenia;d560;Alfa-talasémia
Hematologické a hematoonkologické ochorenia;d561;Beta-talasémia
Hematologické a hematoonkologické ochorenia;d562;Delta-beta-talasémia
Hematologické a hematoonkologické ochorenia;d563;Talasemická črta
Hematologické a hematoonkologické ochorenia;d564;Dedičné pretrvávanie fetálneho hemoglobínu
Hematologické a hematoonkologické ochorenia;d568;Iná talasémia
Hematologické a hematoonkologické ochorenia;d569;Talasémia, bližšie neurčená
Hematologické a hematoonkologické ochorenia;d570;Kosáčikovitá anémia s krízou
Hematologické a hematoonkologické ochorenia;d571;Kosáčikovitá anémia bez krízy
Hematologické a hematoonkologické ochorenia;d572;Zdvojená heterozygotná kosáčikovitá choroba
Hematologické a hematoonkologické ochorenia;d573;Kosáčikovitá črta
Hematologické a hematoonkologické ochorenia;d578;Iná kosáčikovitá porucha
Hematologické a hematoonkologické ochorenia;d580;Dedičná sférocytóza
Hematologické a hematoonkologické ochorenia;d581;Dedičná eliptocytóza
Hematologické a hematoonkologické ochorenia;d582;Iná hemoglobinopatia
Hematologické a hematoonkologické ochorenia;d588;Iná dedičná hemolytická anémia, bližšie určená
Hematologické a hematoonkologické ochorenia;d589;Dedičná hemolytická anémia, bližšie neurčená
Hematologické a hematoonkologické ochorenia;d590;Autoimunitná hemolytická anémia zapríčinená liekmi
Hematologické a hematoonkologické ochorenia;d591;Iná autoimunitná hemolytická anémia
Hematologické a hematoonkologické ochorenia;d592;Neautoimunitná hemolytická anémia zapríčinená liekmi
Hematologické a hematoonkologické ochorenia;d594;Iná neautoimunitná hemolytická anémia
Hematologické a hematoonkologické ochorenia;d595;Paroxyzmálna nočná hemoglobinúria
Hematologické a hematoonkologické ochorenia;d596;Hemoglobinúria zapríčinená hemolýzou z iných vonkajších príčin
Hematologické a hematoonkologické ochorenia;d598;Iná získaná hemolytická anémia
Hematologické a hematoonkologické ochorenia;d599;Získaná hemolytická anémia, bližšie neurčená
