kod_hlavnej_diagnozy;nazov_hlavnej_diagnozy;kod_ms;nazov_ms
a790;Volynská (zákopová) horúčka;S71-08;Iné infekčné ochorenia
a791;Riketsiové kiahne zapríčinené Rickettsia akari;S71-08;Iné infekčné ochorenia
a798;Iná riketsióza, bližšie určená;S71-08;Iné infekčné ochorenia
a799;Riketsióza, bližšie neurčená;S71-08;Iné infekčné ochorenia
a800;Akútna paralytická poliomyelitída spojená s očkovaním;S73-32;Infekcia nervového systému
a801;Akútna paralytická poliomyelitída zapríčinená importovaným divým vírusom;S73-32;Infekcia nervového systému
a802;Akútna paralytická poliomyelitída zapríčinená domácim divým vírusom;S73-32;Infekcia nervového systému
a803;Iná akútna paralytická poliomyelitída, bližšie neurčená;S73-32;Infekcia nervového systému
a804;Akútna neparalytická poliomyelitída;S71-04;Raritné vírusové ochorenia
a809;Akútna poliomyelitída, bližšie neurčená;S73-32;Infekcia nervového systému
a810;Creutzfeldtova-Jakobova choroba;S73-33;Degeneratívne ochorenia nervového systému
a811;Subakútna sklerotizujúca panencefalitída;S73-33;Degeneratívne ochorenia nervového systému
a812;Progresívna multifokálna leukoencefalopatia;S73-33;Degeneratívne ochorenia nervového systému
a818;Iná pomalá vírusová infekcia centrálnej nervovej sústavy;S73-33;Degeneratívne ochorenia nervového systému
a819;Pomalá vírusová infekcia centrálnej nervovej sústavy, bližšie neurčená;S73-33;Degeneratívne ochorenia nervového systému
a820;Besnota, lesný typ;S73-32;Infekcia nervového systému
a821;Besnota, mestský typ;S73-32;Infekcia nervového systému
a829;Besnota, bližšie neurčená;S73-32;Infekcia nervového systému
a830;Japonská encefalitída;S73-32;Infekcia nervového systému
a831;Západná encefalitída koní;S73-32;Infekcia nervového systému
a832;Východná encefalitída koní;S73-32;Infekcia nervového systému
a833;Saintlouiská encefalitída;S73-32;Infekcia nervového systému
a834;Austrálska encefalitída;S73-32;Infekcia nervového systému
a835;Kalifornská encefalitída;S73-32;Infekcia nervového systému
a836;Encefalitída zapríčinená vírusom Rocio;S73-32;Infekcia nervového systému
a838;Iná vírusová encefalitída prenášaná komármi;S73-32;Infekcia nervového systému
a839;Vírusová encefalitída prenášaná komármi, bližšie neurčená;S73-32;Infekcia nervového systému
a840;Kliešťová encefalitída Ďalekého východu [ruská jarno-letná encefalitída];S73-32;Infekcia nervového systému
a841;Stredoeurópska kliešťová encefalitída;S73-32;Infekcia nervového systému
a848;Iná vírusová encefalitída prenášaná kliešťami;S73-32;Infekcia nervového systému
a849;Vírusová encefalitída prenášaná kliešťami, bližšie neurčená;S73-32;Infekcia nervového systému
a850;Enterovírusová encefalitída (G05.1*);S73-32;Infekcia nervového systému
a851;Adenovírusová encefalitída (G05.1*);S73-32;Infekcia nervového systému
a852;Vírusová encefalitída prenášaná článkonožcami, bližšie neurčená;S73-32;Infekcia nervového systému
a858;Iná vírusová encefalitída, bližšie určená;S73-32;Infekcia nervového systému
a86;Vírusová encefalitída, bližšie neurčená;S73-32;Infekcia nervového systému
a870;Enterovírusová meningitída (G02.0*);S73-32;Infekcia nervového systému
a871;Adenovírusová meningitída (G02.0*);S73-32;Infekcia nervového systému
a872;Lymfocytová choriomeningitída;S73-32;Infekcia nervového systému
a878;Iná vírusová meningitída;S73-32;Infekcia nervového systému
a879;Vírusová meningitída, bližšie neurčená;S73-32;Infekcia nervového systému
a880;Enterovírusová exantémová horúčka [Bostonský exantém];S73-32;Infekcia nervového systému
a881;Epidemické vertigo;S73-30;Vertigo
a888;Iná vírusová infekcia centrálnej nervovej sústavy, bližšie určená;S73-32;Infekcia nervového systému
a89;Vírusová infekcia centrálnej nervovej sústavy, bližšie neurčená;S73-32;Infekcia nervového systému
a90;Horúčka dengue [klasická dengue];S71-04;Raritné vírusové ochorenia
a91;Hemoragická horúčka dengue;S71-04;Raritné vírusové ochorenia
a920;Vírusová choroba Chikungunya;S71-04;Raritné vírusové ochorenia
a921;Horúčka O'nyong-nyong;S71-04;Raritné vírusové ochorenia
a922;Venezuelská horúčka koní;S73-32;Infekcia nervového systému
a923;Horúčka Západného Nílu;S71-04;Raritné vírusové ochorenia
a924;Horúčka Riftského údolia;S71-04;Raritné vírusové ochorenia
a928;Iná vírusová horúčka prenášaná komármi, bližšie určená;S71-04;Raritné vírusové ochorenia
a929;Vírusová horúčka prenášaná komármi, bližšie neurčená;S71-04;Raritné vírusové ochorenia
a930;Choroba zapríčinená vírusom Oropouche;S71-04;Raritné vírusové ochorenia
a931;Horúčka papatači (prenášaná piesočnými muchami) [sandfly fever];S71-04;Raritné vírusové ochorenia
a932;Koloradská kliešťová horúčka;S71-04;Raritné vírusové ochorenia
a938;Iná vírusová horúčka prenášaná článkonožcami, bližšie určená;S71-04;Raritné vírusové ochorenia
a94;Vírusová horúčka prenášaná článkonožcami, bližšie neurčená;S71-04;Raritné vírusové ochorenia
a950;Žltá zimnica, lesný typ;S71-04;Raritné vírusové ochorenia
a951;Žltá zimnica, mestský typ;S71-04;Raritné vírusové ochorenia
a959;Žltá zimnica, bližšie neurčená;S71-04;Raritné vírusové ochorenia
a960;Hemoragická horúčka zapríčinená vírusom Junin;S71-01;Vysokonákazlivé ochorenia BSL03-04
a961;Hemoragická horúčka zapríčinená vírusom Machupo;S71-01;Vysokonákazlivé ochorenia BSL03-04
a962;Horúčka Lassa;S71-01;Vysokonákazlivé ochorenia BSL03-04
a968;Iná arenavírusová hemoragická horúčka;S71-01;Vysokonákazlivé ochorenia BSL03-04
a969;Arenavírusová hemoragická horúčka, bližšie neurčená;S71-01;Vysokonákazlivé ochorenia BSL03-04
a980;Krymsko-konžská hemoragická horúčka;S71-04;Raritné vírusové ochorenia
a981;Omská hemoragická horúčka;S71-04;Raritné vírusové ochorenia
a982;Horúčka Kyasanurského lesa;S71-04;Raritné vírusové ochorenia
a983;Choroba zapríčinená vírusom Marburg;S71-01;Vysokonákazlivé ochorenia BSL03-04
a984;Choroba zapríčinená vírusom Ebola;S71-01;Vysokonákazlivé ochorenia BSL03-04
a985;Hemoragická horúčka s renálnym syndrómom;S68-32;Infekcie močových orgánov III
a988;Iná vírusová hemoragická horúčka, bližšie určená;S71-01;Vysokonákazlivé ochorenia BSL03-04
a99;Vírusová hemoragická horúčka, bližšie neurčená;S71-01;Vysokonákazlivé ochorenia BSL03-04
b000;Herpetický ekzém;S63-41;Ochorenia kože, podkožia a slizníc
b001;Herpetická vezikulárna dermatitída;S63-41;Ochorenia kože, podkožia a slizníc
b002;Herpetická gingivostomatitída a tonzilofaryngitída;S54-06;Ochorenia zubov a dutiny ústnej
b003;Herpetická meningitída (G02.0*);S73-32;Infekcia nervového systému
b004;Herpetická encefalitída (G05.1*);S73-32;Infekcia nervového systému
b005;Očná infekcia herpetickým vírusom;S62-43;Infekcie a zápaly oka a očných adnexov
b007;Diseminovaná herpetická choroba;S71-07;Sepsa
b008;Iná forma herpetickej infekcie;S71-09;Iné vírusové ochorenia
b009;Herpetická infekcia, bližšie neurčená;S61-01;Závažné ochorenia kože
b010;Varicelová meningitída (G02.0*);S73-32;Infekcia nervového systému
b011;Varicelová encefalitída (G05.1*);S73-32;Infekcia nervového systému
b012;Varicelový zápal pľúc (J17.1*);S65-20;Iné infekcie a zápaly dýchacích orgánov II 
b018;Varicela s inými komplikáciami;S71-09;Iné vírusové ochorenia
b019;Varicela bez komplikácií;S71-09;Iné vírusové ochorenia
b020;Zosterová encefalitída (G05.1*);S73-32;Infekcia nervového systému
b021;Zosterová meningitída (G02.0*);S73-32;Infekcia nervového systému
b022;Zoster s postihnutím iných častí nervovej sústavy;S73-32;Infekcia nervového systému
b023;Zosterová choroba oka;S62-43;Infekcie a zápaly oka a očných adnexov
b027;Diseminovaný zoster;S71-09;Iné vírusové ochorenia
b028;Zoster s inými komplikáciami;S61-02;Infekcia/zápal kože a podkožia
b029;Zoster bez komplikácií;S63-41;Ochorenia kože, podkožia a slizníc
b03;Kiahne [Variola];S71-09;Iné vírusové ochorenia
b04;Opičie kiahne;S71-09;Iné vírusové ochorenia
b050;Osýpky komplikované encefalitídou (G05.1*);S73-32;Infekcia nervového systému
b051;Osýpky komplikované meningitídou (G05.1*);S73-32;Infekcia nervového systému
b052;Osýpky komplikované pneumóniou (J17.1*);S65-20;Iné infekcie a zápaly dýchacích orgánov II 
b053;Osýpky komplikované zápalom stredného ucha (H67.1*);S63-40;Zápal stredného ucha alebo infekcia horných dýchacích ciest
b054;Osýpky s črevnými komplikáciami;S71-09;Iné vírusové ochorenia
b058;Osýpky s inými komplikáciami;S71-09;Iné vírusové ochorenia
b059;Osýpky bez komplikácií;S71-09;Iné vírusové ochorenia
b060;Ružienka s nervovými komplikáciami;S73-32;Infekcia nervového systému
b068;Ružienka s inými komplikáciami;S71-09;Iné vírusové ochorenia
b069;Ružienka bez komplikácií;S71-09;Iné vírusové ochorenia
b07;Vírusové bradavice [Verrucae];S61-04;Iné ochorenia kože, podkožia a slizníc
b080;Iné ortopoxvírusové infekcie;S71-09;Iné vírusové ochorenia
b081;Kontagiózne bradavice [Molluscum contagiosum];S61-04;Iné ochorenia kože, podkožia a slizníc
b082;Exanthema subitum [Šiesta choroba];S71-09;Iné vírusové ochorenia
b083;Erythema infectiosum [Piata choroba];S71-09;Iné vírusové ochorenia
b084;Enterovírusová vezikulárna stomatitída s exantémom;S61-02;Infekcia/zápal kože a podkožia
b085;Enterovírusová vezikulárna faryngitída;S63-40;Zápal stredného ucha alebo infekcia horných dýchacích ciest
b088;Iná vírusová infekcia charakterizovaná postihnutím kože a slizníc, bližšie určená;S63-41;Ochorenia kože, podkožia a slizníc
b09;Vírusová infekcia charakterizovaná postihnutím kože a slizníc, bližšie neurčená;S63-41;Ochorenia kože, podkožia a slizníc
b150;Akútna hepatitída A s pečeňovou kómou;S66-11;Ochorenia pečene III
b159;Akútna hepatitída A bez pečeňovej kómy;S66-36;Ochorenia pečene II
b160;Akútna hepatitída B s Delta vírusom (koinfekcia), s pečeňovou kómou;S66-11;Ochorenia pečene III
b161;Akútna hepatitída B s Delta vírusom (koinfekcia), bez pečeňovej kómy;S66-11;Ochorenia pečene III
b162;Akútna hepatitída B bez Delta vírusu, s pečeňovou kómou;S66-11;Ochorenia pečene III
b169;Akútna hepatitída B bez Delta vírusu, bez pečeňovej kómy;S66-11;Ochorenia pečene III
b170;Akútna Delta-vírusová (super)infekcia nosiča vírusu hepatitídy B;S66-11;Ochorenia pečene III
b171;Akútna hepatitída C;S66-11;Ochorenia pečene III
b172;Akútna hepatitída E;S66-11;Ochorenia pečene III
b178;Iná akútna vírusová hepatitída, bližšie určená;S66-11;Ochorenia pečene III
b179;Akútna vírusová hepatitída, bližšie neurčená;S66-11;Ochorenia pečene III
b180;Chronická hepatitída B s Delta vírusom;S66-11;Ochorenia pečene III
b181;Chronická hepatitída B bez Delta vírusu;S66-11;Ochorenia pečene III
b182;Chronická hepatitída C;S66-11;Ochorenia pečene III
b188;Iná chronická vírusová hepatitída;S66-11;Ochorenia pečene III
b189;Chronická vírusová hepatitída, bližšie neurčená;S66-11;Ochorenia pečene III
b190;Vírusová hepatitída s pečeňovou kómou, bližšie neurčená;S66-11;Ochorenia pečene III
b199;Vírusová hepatitída bez pečeňovej kómy, bližšie neurčená;S66-11;Ochorenia pečene III
b200;Choroba HIV s následnými mykobakteriovými infekciami;S71-05;HIV choroba
b201;Choroba HIV s následnými inými bakteriovými infekciami;S71-05;HIV choroba
b202;Choroba HIV s následnou cytomegalovírusovou chorobou;S71-05;HIV choroba
b203;Choroba HIV s následnými inými vírusovými infekciami;S71-05;HIV choroba
b204;Choroba HIV s následnými kandidózami;S71-05;HIV choroba
b205;Choroba HIV s následnými inými mykózami;S71-05;HIV choroba
b206;Choroba HIV s následnou pneumocystovou pneumóniou;S71-05;HIV choroba
b207;Choroba HIV s následnými viacpočetnými infekciami;S71-05;HIV choroba
b208;Choroba HIV s následnými inými infekčnými a parazitovými chorobami bližšie určenými;S71-05;HIV choroba
b209;Choroba HIV s následnými infekčnými alebo parazitovými chorobami bližšie neurčenými;S71-05;HIV choroba
b210;Choroba HIV s následným Kaposiho sarkómom;S71-05;HIV choroba
b211;Choroba HIV s následným Burkittovým lymfómom;S71-05;HIV choroba
b212;Choroba HIV s následnými inými typmi nehodgkinovho lymfómu;S71-05;HIV choroba
b213;Choroba HIV s následnými inými zhubnými nádormi lymfatického krvotvorného a príbuzného tkaniva;S71-05;HIV choroba
b217;Choroba HIV s následnými viacpočetnými zhubnými nádormi;S71-05;HIV choroba
b218;Choroba HIV s následnými inými zhubnými nádormi;S71-05;HIV choroba
b219;Choroba HIV s následnými zhubných nádormi, bližšie neurčenými;S71-05;HIV choroba
b220;Choroba HIV s následnou encefalopatiou;S71-05;HIV choroba
b221;Choroba HIV s následnou lymfoidnou intersticiálnou pneumonitídou;S71-05;HIV choroba
b222;Choroba HIV s následným syndrómom celkového upadania;S71-05;HIV choroba
b227;Choroba HIV s následnými rozličnými chorobami zatriedenými inde;S71-05;HIV choroba
b231;Choroba HIV s následnou (pretrvávajúcou) generalizovanou lymfadenopatiou;S71-05;HIV choroba
b232;Choroba HIV s následnými hematologickými a imunologickými abnormalitami nezatriedenými inde;S71-05;HIV choroba
b238;Choroba HIV s inými následnými, bližšie určenými stavmi;S71-05;HIV choroba
b24;Choroba HIV, bližšie neurčená;S71-05;HIV choroba
b250;Cytomegalovírusová pneumónia (J17.1*);S65-20;Iné infekcie a zápaly dýchacích orgánov II 
b251;Cytomegalovírusová hepatitída (K77.0*);S71-09;Iné vírusové ochorenia
b252;Cytomegalovírusová pankreatitída (K87.1*);S71-09;Iné vírusové ochorenia
b2580;Cytomegalovírusová infekcia tráviacej trubice;S71-04;Raritné vírusové ochorenia
b2588;Iná cytomegalovírusová choroba;S71-09;Iné vírusové ochorenia
b259;Cytomegalovírusová choroba, bližšie neurčená;S71-09;Iné vírusové ochorenia
b260;Parotitická orchitída (N51.1*);S59-55;Iné ochorenia mužských pohlavných orgánov
b261;Parotitická meningitída (G02.0*);S73-32;Infekcia nervového systému
b262;Parotitická encefalitída (G05.1*);S73-32;Infekcia nervového systému
b263;Parotitická pankreatitída (K87.1*);S66-10;Ochorenia pankreasu III
b268;Parotitída s inými komplikáciami;S71-09;Iné vírusové ochorenia
b269;Parotitída bez komplikácií;S71-09;Iné vírusové ochorenia
b270;Mononukleóza zapríčinená gamma - Herpes vírusom;S71-09;Iné vírusové ochorenia
b271;Cytomegalovírusová mononukleóza;S71-09;Iné vírusové ochorenia
b278;Iná infekčná mononukleóza;S71-09;Iné vírusové ochorenia
b279;Infekčná mononukleóza, bližšie neurčená;S71-09;Iné vírusové ochorenia
b300;Keratokonjunktivitída zapríčinená adenovírusom (H19.2*);S62-43;Infekcie a zápaly oka a očných adnexov
b301;Konjunktivitída zapríčinená adenovírusom (H13.1*);S62-43;Infekcie a zápaly oka a očných adnexov
b302;Vírusová faryngokonjunktivitída (vírusová);S62-43;Infekcie a zápaly oka a očných adnexov
b303;Akútna epidemická hemoragická konjunktivitída (enterovírusová) (H13.1*);S62-43;Infekcie a zápaly oka a očných adnexov
b308;Iná vírusová konjunktivitída (H13.1*);S62-43;Infekcie a zápaly oka a očných adnexov
b309;Vírusová konjunktivitída, bližšie neurčená;S62-43;Infekcie a zápaly oka a očných adnexov
b330;Epidemická pleurodýnia;S65-20;Iné infekcie a zápaly dýchacích orgánov II 
b331;Choroba Ross River;S71-09;Iné vírusové ochorenia
b332;Vírusová karditída;S64-28;Iné ochorenia obehového systému
b333;Retrovírusová infekcia, nezatriedená inde;S71-09;Iné vírusové ochorenia
b334;Hantavírusový pulmonálny (kardiopulmonálny) syndróm (J17.1*);S71-01;Vysokonákazlivé ochorenia BSL03-04
b338;Iná vírusová choroba, bližšie určená;S71-09;Iné vírusové ochorenia
b340;Adenovírusová infekcia bez bližšieho určenia miesta;S71-09;Iné vírusové ochorenia
b341;Enterovírusová infekcia bez bližšieho určenia miesta;S71-09;Iné vírusové ochorenia
b342;Koronavírusová infekcia bez bližšieho určenia miesta;S71-09;Iné vírusové ochorenia
b343;Parvovírusová infekcia bez bližšieho určenia miesta;S71-09;Iné vírusové ochorenia
b344;Papovavírusová infekcia bez bližšieho určenia miesta;S71-09;Iné vírusové ochorenia
b348;Iná vírusová infekcia bez bližšieho určenia miesta;S71-09;Iné vírusové ochorenia
b349;Bližšie neurčená vírusová infekcia, bez bližšieho určenia miesta;S71-09;Iné vírusové ochorenia
b350;Tinea barbae a tinea capitis;S61-04;Iné ochorenia kože, podkožia a slizníc
b351;Tinea unguium;S61-04;Iné ochorenia kože, podkožia a slizníc
b352;Tinea manuum;S61-04;Iné ochorenia kože, podkožia a slizníc
b353;Tinea pedis;S61-04;Iné ochorenia kože, podkožia a slizníc
b354;Tinea corporis;S61-04;Iné ochorenia kože, podkožia a slizníc
b355;Tinea imbricata;S61-04;Iné ochorenia kože, podkožia a slizníc
b356;Tinea cruris;S61-04;Iné ochorenia kože, podkožia a slizníc
b358;Iná dermatofytóza;S61-04;Iné ochorenia kože, podkožia a slizníc
b359;Dermatofytóza, bližšie neurčená;S61-04;Iné ochorenia kože, podkožia a slizníc
b360;Pityriasis versicolor;S61-04;Iné ochorenia kože, podkožia a slizníc
b361;Tinea nigra;S61-04;Iné ochorenia kože, podkožia a slizníc
b362;Piedra alba;S61-04;Iné ochorenia kože, podkožia a slizníc
b363;Piedra nigra;S61-04;Iné ochorenia kože, podkožia a slizníc
b368;Iná povrchová mykóza, bližšie určená;S61-04;Iné ochorenia kože, podkožia a slizníc
b369;Povrchová mykóza, bližšie neurčená;S61-04;Iné ochorenia kože, podkožia a slizníc
