kod_hlavnej_diagnozy;nazov_hlavnej_diagnozy;kod_ms;nazov_ms
s855;Poranenie zákolennej žily [v. poplitea];S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s857;Poranenie viacerých krvných ciev v úrovni predkolenia;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s858;Poranenie iných krvných ciev v úrovni predkolenia;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s859;Poranenie bližšie neurčenej krvnej cievy v úrovni predkolenia;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s897;Viaceré poranenia predkolenia;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s898;Iné poranenie predkolenia, bližšie určené;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s899;Poranenie predkolenia, bližšie neurčené;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s900;Pomliaždenie členka;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s901;Pomliaždenie prsta (prstov) nohy bez poškodenia nechta;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s902;Pomliaždenie prsta (prstov) nohy s poškodením nechta;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s903;Pomliaždenie iných a bližšie neurčených častí nohy;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s907;Viaceré povrchové poranenia členka a nohy;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s9081;Iné povrchové poranenie členka a nohy: odrenina;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s9084;Iné povrchové poranenie členka a nohy: povrchové cudzie teleso (úlomky);S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s9088;Iné povrchové poranenie členka a nohy: iné;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s909;Povrchové poranenie členka a nohy, bližšie neurčené;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s910;Otvorená rana členka;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s911;Otvorená rana prsta (prstov) nohy bez poškodenia nechta;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s912;Otvorená rana prsta (prstov) nohy s poškodením nechta;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s913;Otvorená rana inej časti nohy;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s917;Viaceré otvorené rany členka a nohy;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s9180;Otvorená rana inej časti členka a nohy;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s950;Poranenie a.dorsalis pedis;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s951;Poranenie a.plantaris pedis;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s952;Poranenie v. dorsalis pedis;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s957;Poranenie viacerých krvných ciev v úrovni členka a nohy;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s958;Poranenie inej krvnej cievy v úrovni členka a nohy;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s959;Poranenie bližšie neurčenej krvnej cievy v úrovni členka a nohy;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s997;Viaceré poranenia členka a nohy;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s998;Iné poranenie členka a nohy, bližšie určené;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s999;Poranenie členka a nohy, bližšie neurčené;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t000;Povrchové poranenie postihujúce hlavu aj krk;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t001;Povrchové poranenie postihujúce hrudník aj brucho, hrudník aj driek, alebo hrudník aj panvu;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t002;Povrchové poranenie postihujúce viaceré oblasti hornej končatiny (horných končatín);S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t003;Povrchové poranenie postihujúce viaceré oblasti dolnej končatiny (dolných končatín);S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t006;Povrchové poranenie postihujúce viaceré oblasti hornej končatiny (horných končatín) a viaceré oblasti dolnej končatiny (dolných končatín);S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t008;Povrchové poranenie postihujúce iné kombinácie oblastí tela;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t009;Viaceré povrchové poranenia, bližšie neurčené;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t010;Otvorená rana postihujúca hlavu aj krk;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t011;Otvorená rana postihujúca hrudník aj brucho, hrudník aj driek, alebo hrudník aj panvu;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t012;Otvorená rana postihujúca viaceré oblasti hornej končatiny (horných končatín);S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t013;Otvorená rana postihujúca viaceré oblasti dolnej končatiny (dolných končatín);S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t016;Otvorená rana postihujúca viaceré oblasti hornej končatiny (horných končatín) a viaceré oblasti dolnej končatiny (dolných končatín);S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t018;Otvorená rana postihujúca inú kombináciu oblastí tela;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t019;Viaceré otvorené rany, bližšie neurčené;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t0240;Zlomeniny postihujúce viaceré oblasti oboch horných končatín, zatvorené alebo bez bližšieho určenia;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t0241;Zlomeniny postihujúce viaceré oblasti oboch horných končatín, otvorené;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t0250;Zlomeniny viacerých oblastí oboch dolných končatín, zatvorené alebo bez bližšieho určenia;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t0251;Zlomeniny viacerých oblastí oboch dolných končatín, otvorené;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t068;Iné bližšie určené poranenie postihujúce viaceré oblasti tela;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t07;Viaceré poranenia, bližšie neurčené;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t0900;Povrchové poranenie trupu v bližšie neurčenej úrovni, druh poranenia bližšie neurčený;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t0901;Povrchové poranenie trupu v bližšie neurčenej úrovni: odrenina;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t0904;Povrchové poranenie trupu v bližšie neurčenej úrovni: povrchové cudzie teleso (úlomky);S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t0905;Povrchové poranenie trupu v bližšie neurčenej úrovni: pomliaždenie;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t0908;Povrchové poranenie trupu v bližšie neurčenej úrovni: iné;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t091;Otvorená rana trupu v bližšie neurčenej úrovni;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t1100;Povrchové poranenie hornej končatiny v bližšie neurčenej úrovni, druh poranenia bližšie neurčený;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t1101;Povrchové poranenie hornej končatiny v bližšie neurčenej úrovni: odrenina;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t1104;Povrchové poranenie hornej končatiny v bližšie neurčenej úrovni: povrchové cudzie teleso (úlomky);S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t1105;Povrchové poranenie hornej končatiny v bližšie neurčenej úrovni: pomliaždenie;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t1108;Povrchové poranenie hornej končatiny v bližšie neurčenej úrovni: iné;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t111;Otvorená rana hornej končatiny v bližšie neurčenej úrovni;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t114;Poranenie bližšie neurčenej cievy hornej končatiny, v bližšie neurčenej úrovni;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t118;Iné bližšie určené poranenie hornej končatiny, v bližšie neurčenej úrovni;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t119;Bližšie neurčené poranenie hornej končatiny, v bližšie neurčenej úrovni;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t1300;Povrchové poranenie dolnej končatiny, v bližšie neurčenej úrovni, druh poranenia bližšie neurčený;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t1301;Povrchové poranenie dolnej končatiny, v bližšie neurčenej úrovni: odrenina;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t1304;Povrchové poranenie dolnej končatiny, v bližšie neurčenej úrovni: povrchové cudzie teleso (úlomky);S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t1305;Povrchové poranenie dolnej končatiny, v bližšie neurčenej úrovni: pomliaždenie;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t1308;Povrchové poranenie dolnej končatiny, v bližšie neurčenej úrovni: iné;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t131;Otvorená rana dolnej končatiny, v bližšie neurčenej úrovni;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t134;Poranenie bližšie neurčenej krvnej cievy dolnej končatiny, v bližšie neurčenej úrovni;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t138;Iné bližšie určené poranenie dolnej končatiny, v bližšie neurčenej úrovni;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t139;Bližšie neurčené poranenie dolnej končatiny, v bližšie neurčenej úrovni;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t1400;Povrchové poranenie: oblasť bližšie neurčená tela, druh poranenia bližšie neurčený;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t1401;Povrchové poranenie: oblasť bližšie neurčená tela: odrenina;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t1404;Povrchové poranenie: oblasť bližšie neurčená tela: povrchové cudzie teleso (úlomky);S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t1405;Povrchové poranenie: oblasť bližšie neurčená tela: pomliaždenie;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t1408;Povrchové poranenie: oblasť bližšie neurčená tela: iné;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t141;Otvorená rana: oblasť bližšie neurčená tela;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t145;Poranenie krvnej cievy (ciev): oblasť bližšie neurčená tela;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t148;Iné poranenie: oblasť bližšie neurčená tela;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t149;Poranenie, bližšie neurčené;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t8900;Komplikácia otvorenej rany, bližšie neurčená;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t8901;Komplikácia otvorenej rany, cudzie teleso (s infekciou alebo bez infekcie);S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t8902;Komplikácia otvorenej rany, infekcia;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
t8903;Komplikácia otvorenej rany, iná;S02-54;Povrchové poranenia, otvorené rany a poškodenia mäkkých častí
s020;Zlomenina lebkovej klenby;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s021;Zlomenina spodiny lebky;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s023;Zlomenina spodiny očnice;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s027;Viaceré zlomeniny lebky a tvárových kostí;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s028;Zlomenina inej kosti lebky a tváre;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s029;Zlomenina kosti lebky a tváre, bližšie neurčená časť;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s061;Poúrazový opuch mozgu;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s0620;Difúzne poranenie mozgu a mozočka, bližšie neurčené;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s0621;Difúzne pomliaždenie mozgu;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s0622;Difúzne pomliaždenie mozočka;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s0623;Viaceré vnútromozgové a mozočkové hematómy;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s0628;Iné difúzne poranenie mozgu a mozočka;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s0630;Ložiskové poranenie mozgu a mozočka, bližšie neurčené;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s0631;Ložiskové pomliaždenie mozgu;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s0632;Ložiskové pomliaždenie mozočka;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s0633;Ložiskový hematóm mozgu;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s0634;Ložiskový hematóm mozočka;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s0638;Iné ložiskové poranenie mozgu a mozočka;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s064;Epidurálne krvácanie;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s065;Subdurálne krvácanie po úraze;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s066;Subarachnoidálne krvácanie po úraze;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s068;Iné vnútrolebkové poranenie;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s069;Vnútrolebkové poranenie, bližšie neurčené;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s071;Drvivé poranenie lebky;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s078;Drvivé poranenie iných častí hlavy;S02-55;Intrakraniálne poranenia a zlomeniny kránia
s079;Drvivé poranenie hlavy, časť bližšie neurčená;S02-55;Intrakraniálne poranenia a zlomeniny kránia
